2001251025,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2201250286,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2401251282,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2701252621,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2701251590,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253415,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253405,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253369,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253396,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253384,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253234,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253214,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253129,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253082,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253146,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801253040,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801252996,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2801252055,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2901254314,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
2901253361,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
3001250761,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
3101253848,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0102252027,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0102250617,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0202251237,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0302252398,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0402253504,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0502253010,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0502252980,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0502252584,CierreMasivo 06Feb25,1,6,Solicitud atendida la cuenta se encuentra activa.,0
0502252588,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252536,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253340,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250721,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252344,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253144,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253125,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253118,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253110,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253087,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502253009,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252996,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252995,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252972,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252957,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252942,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252916,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502252876,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250764,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250715,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250737,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250648,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250630,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250661,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
0502250563,CierreMasivo 06Feb25,0,5,Estimado cliente: Tras revisar la información de todos los detalles involucrados y según nuestras políticas/procedimientos lamentamos informarte que tu solicitud de aclaración para la compra realizada no es procedente. ,0
