0302253162,CierreMasivo 10Feb25,0,5,No procede bloqueada debido a que se detectaron operaciones inusuales de acuerdo al contrato en la sección 5.7 el banco esta facultado para realizar dicho bloqueo en caso de contar con saldo podrá ser retirado en su sucursal BanCoppel.,1
0402250191,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de SECRETARIA DE FINANZAS DEL ESTADO DE MEXICO cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0402251459,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de SECRETARIA DE FINANZAS DEL GOBIERNO DEL ESTADO DE COAHUILA cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0502251894,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de INSTITUTO MEXICANO DEL SEGURO SOCIAL cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0502252070,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de INSTITUTO MEXICANO DEL SEGURO SOCIAL cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0502252138,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de INSTITUTO MEXICANO DEL SEGURO SOCIAL cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0502252183,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de INSTITUTO MEXICANO DEL SEGURO SOCIAL cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0502252364,CierreMasivo 10Feb25,0,5,No procede la solicitud de bloqueo fue a petición de ADMINISTRACION DESCONCENTRADA DE RECAUDACION DE TAMAULIPAS 4 cliente debe dirigirse a dicha Institución para que la misma solicite al Banco el desbloqueo de la cuenta.,1
0802250652,CierreMasivo 10Feb25,0,5,<Tras validar el detalle  el movimiento se encuentra reversado por lo que no hubo cargo a cliente. Favor de validar movimientos o estado de cuenta. Lamentablemente no podemos aprobar tu solicitud de aclaración en esta ocasión.,1
0902250003,CierreMasivo 10Feb25,0,5,<Tras validar el detalle  el movimiento se encuentra reversado por lo que no hubo cargo a cliente. Favor de validar movimientos o estado de cuenta. Lamentablemente no podemos aprobar tu solicitud de aclaración en esta ocasión.,1
0602251716,CierreMasivo 10Feb25,0,5,No procede bloqueada debido a que se detectaron operaciones inusuales de acuerdo al contrato en la sección 5.7 el banco esta facultado para realizar dicho bloqueo en caso de contar con saldo podrá ser retirado en su sucursal BanCoppel.,1
0602252703,CierreMasivo 10Feb25,0,5,No procede bloqueada debido a que se detectaron operaciones inusuales de acuerdo al contrato en la sección 5.7 el banco esta facultado para realizar dicho bloqueo en caso de contar con saldo podrá ser retirado en su sucursal BanCoppel.,1
0602252800,CierreMasivo 10Feb25,0,5,No procede bloqueada debido a que se detectaron operaciones inusuales de acuerdo al contrato en la sección 5.7 el banco esta facultado para realizar dicho bloqueo en caso de contar con saldo podrá ser retirado en su sucursal BanCoppel.,1
0802250355,CierreMasivo 10Feb25,0,5,No procede bloqueada debido a que se detectaron operaciones inusuales de acuerdo al contrato en la sección 5.7 el banco esta facultado para realizar dicho bloqueo en caso de contar con saldo podrá ser retirado en su sucursal BanCoppel.,1
